year,date,stage,home_team,away_team,home_score,away_score,winner,match_id,tournament
1974,1974-06-10,Quarter-finals,South Korea,Sweden,0,0,Draw,1,FIFA World Cup 
1974,1974-06-10,Quarter-finals,Ghana,Switzerland,2,0,Ghana,2,FIFA World Cup 
1974,1974-06-10,Group Stage,Sweden,Saudi Arabia,2,0,Sweden,3,FIFA World Cup 
1974,1974-06-10,Group Stage,Cameroon,Uruguay,2,1,Cameroon,4,FIFA World Cup 
1974,1974-06-10,Group Stage,Nigeria,Japan,2,1,Nigeria,5,FIFA World Cup 
1974,1974-06-10,Group Stage,Saudi Arabia,Iran,2,0,Saudi Arabia,6,FIFA World Cup 
1974,1974-06-11,Group Stage,Algeria,Cameroon,1,2,Cameroon,7,FIFA World Cup 
1974,1974-06-11,Group Stage,Portugal,Argentina,1,2,Argentina,8,FIFA World Cup 
1974,1974-06-11,Group Stage,Cameroon,Saudi Arabia,2,1,Cameroon,9,FIFA World Cup 
1974,1974-06-12,Round of 16,USA,Costa Rica,0,0,Draw,10,FIFA World Cup 
1974,1974-06-12,Group Stage,Belgium,Egypt,1,2,Egypt,11,FIFA World Cup 
1974,1974-06-12,Group Stage,Brazil,Germany,1,1,Draw,12,FIFA World Cup 
1974,1974-06-12,Round of 16,Denmark,Portugal,1,0,Denmark,13,FIFA World Cup 
1974,1974-06-13,Group Stage,Senegal,Switzerland,0,2,Switzerland,14,FIFA World Cup 
1974,1974-06-14,Group Stage,Nigeria,Tunisia,2,2,Draw,15,FIFA World Cup 
1974,1974-06-14,Group Stage,Netherlands,Portugal,1,1,Draw,16,FIFA World Cup 
1974,1974-06-14,Group Stage,Saudi Arabia,Japan,2,2,Draw,17,FIFA World Cup 
1974,1974-06-14,Group Stage,Morocco,Ghana,0,2,Ghana,18,FIFA World Cup 
1974,1974-06-14,Group Stage,Croatia,Denmark,2,1,Croatia,19,FIFA World Cup 
1974,1974-06-15,Group Stage,Croatia,Argentina,2,2,Draw,20,FIFA World Cup 
1974,1974-06-15,Group Stage,Australia,Uruguay,2,0,Australia,21,FIFA World Cup 
1974,1974-06-15,Semi-finals,France,Algeria,1,0,France,22,FIFA World Cup 
1974,1974-06-15,Group Stage,France,Mexico,1,0,France,23,FIFA World Cup 
1974,1974-06-15,Group Stage,South Korea,Argentina,2,0,South Korea,24,FIFA World Cup 
1974,1974-06-15,Group Stage,Egypt,Mexico,1,1,Draw,25,FIFA World Cup 
1974,1974-06-15,Group Stage,Morocco,Iran,2,1,Morocco,26,FIFA World Cup 
1974,1974-06-15,Round of 16,Ghana,Germany,1,0,Ghana,27,FIFA World Cup 
1974,1974-06-16,Group Stage,Mexico,Switzerland,2,1,Mexico,28,FIFA World Cup 
1974,1974-06-16,Group Stage,Nigeria,Italy,3,1,Nigeria,29,FIFA World Cup 
1974,1974-06-16,Group Stage,Japan,Nigeria,1,0,Japan,30,FIFA World Cup 
1974,1974-06-17,Group Stage,Iran,Sweden,1,1,Draw,31,FIFA World Cup 
1974,1974-06-17,Group Stage,Egypt,Argentina,0,1,Argentina,32,FIFA World Cup 
1974,1974-06-17,Group Stage,Belgium,Mexico,0,1,Mexico,33,FIFA World Cup 
1974,1974-06-17,Round of 16,Brazil,Senegal,0,0,Draw,34,FIFA World Cup 
1974,1974-06-17,Group Stage,Sweden,Iran,1,1,Draw,35,FIFA World Cup 
1974,1974-06-18,Group Stage,Switzerland,Sweden,1,0,Switzerland,36,FIFA World Cup 
1974,1974-06-18,Group Stage,Netherlands,Germany,1,0,Netherlands,37,FIFA World Cup 
1974,1974-06-18,Group Stage,Poland,Saudi Arabia,1,1,Draw,38,FIFA World Cup 
1974,1974-06-18,Group Stage,Iran,Belgium,1,0,Iran,39,FIFA World Cup 
1974,1974-06-20,Semi-finals,Algeria,Tunisia,1,0,Algeria,40,FIFA World Cup 
1974,1974-06-20,Group Stage,Spain,Argentina,2,1,Spain,41,FIFA World Cup 
1974,1974-06-20,Group Stage,Argentina,Denmark,2,1,Argentina,42,FIFA World Cup 
1974,1974-06-21,Group Stage,Portugal,Switzerland,0,1,Switzerland,43,FIFA World Cup 
1974,1974-06-21,Group Stage,Switzerland,Egypt,2,0,Switzerland,44,FIFA World Cup 
1974,1974-06-21,Round of 16,Italy,Belgium,1,1,Draw,45,FIFA World Cup 
1974,1974-06-22,Group Stage,Iran,Sweden,3,2,Iran,46,FIFA World Cup 
1974,1974-06-22,Final,Portugal,Spain,2,1,Portugal,47,FIFA World Cup 
1974,1974-06-22,Third Place,Japan,Nigeria,1,2,Nigeria,48,FIFA World Cup 
1974,1974-06-23,Quarter-finals,Senegal,Germany,1,0,Senegal,49,FIFA World Cup 
1974,1974-06-23,Group Stage,Brazil,France,1,0,Brazil,50,FIFA World Cup 
1974,1974-06-23,Group Stage,Australia,Iran,0,1,Iran,51,FIFA World Cup 
1974,1974-06-23,Group Stage,Sweden,Mexico,1,1,Draw,52,FIFA World Cup 
1974,1974-06-24,Group Stage,Cameroon,Nigeria,1,0,Cameroon,53,FIFA World Cup 
1974,1974-06-24,Group Stage,Tunisia,Uruguay,0,0,Draw,54,FIFA World Cup 
1974,1974-06-24,Round of 16,Switzerland,Morocco,0,0,Draw,55,FIFA World Cup 
1974,1974-06-24,Group Stage,Poland,Iran,0,2,Iran,56,FIFA World Cup 
1974,1974-06-25,Round of 16,Germany,Poland,2,0,Germany,57,FIFA World Cup 
1974,1974-06-25,Group Stage,Tunisia,Mexico,2,1,Tunisia,58,FIFA World Cup 
1974,1974-06-25,Group Stage,France,Denmark,1,2,Denmark,59,FIFA World Cup 
1974,1974-06-25,Group Stage,Senegal,Algeria,2,3,Algeria,60,FIFA World Cup 
1974,1974-06-25,Group Stage,Croatia,Italy,2,1,Croatia,61,FIFA World Cup 
1974,1974-06-26,Quarter-finals,Spain,Senegal,2,2,Draw,62,FIFA World Cup 
1974,1974-06-26,Round of 16,Croatia,Portugal,1,2,Portugal,63,FIFA World Cup 
1974,1974-06-26,Group Stage,USA,Poland,2,1,USA,64,FIFA World Cup 
1978,1978-06-10,Group Stage,Mexico,Portugal,0,1,Portugal,65,FIFA World Cup 
1978,1978-06-11,Group Stage,Croatia,Iran,0,3,Iran,66,FIFA World Cup 
1978,1978-06-12,Round of 16,Netherlands,Germany,1,1,Draw,67,FIFA World Cup 
1978,1978-06-12,Group Stage,Nigeria,Poland,0,1,Poland,68,FIFA World Cup 
1978,1978-06-12,Group Stage,Italy,Uruguay,1,0,Italy,69,FIFA World Cup 
1978,1978-06-12,Round of 16,Tunisia,Nigeria,0,0,Draw,70,FIFA World Cup 
1978,1978-06-12,Group Stage,Netherlands,Poland,1,0,Netherlands,71,FIFA World Cup 
1978,1978-06-12,Group Stage,Argentina,Saudi Arabia,0,2,Saudi Arabia,72,FIFA World Cup 
1978,1978-06-12,Group Stage,Algeria,Netherlands,2,3,Netherlands,73,FIFA World Cup 
1978,1978-06-13,Round of 16,Poland,Morocco,1,0,Poland,74,FIFA World Cup 
1978,1978-06-13,Group Stage,Belgium,Denmark,2,2,Draw,75,FIFA World Cup 
1978,1978-06-13,Group Stage,Sweden,Morocco,3,3,Draw,76,FIFA World Cup 
1978,1978-06-13,Group Stage,Sweden,Mexico,1,1,Draw,77,FIFA World Cup 
1978,1978-06-13,Group Stage,Japan,Australia,2,0,Japan,78,FIFA World Cup 
1978,1978-06-13,Group Stage,USA,Sweden,1,1,Draw,79,FIFA World Cup 
1978,1978-06-13,Group Stage,Switzerland,Morocco,1,3,Morocco,80,FIFA World Cup 
1978,1978-06-13,Final,Italy,England,1,0,Italy,81,FIFA World Cup 
1978,1978-06-13,Group Stage,Croatia,Senegal,1,1,Draw,82,FIFA World Cup 
1978,1978-06-14,Group Stage,Costa Rica,Senegal,1,1,Draw,83,FIFA World Cup 
1978,1978-06-14,Group Stage,Brazil,Senegal,1,0,Brazil,84,FIFA World Cup 
1978,1978-06-15,Group Stage,Croatia,Germany,1,3,Germany,85,FIFA World Cup 
1978,1978-06-15,Quarter-finals,Spain,Belgium,1,1,Draw,86,FIFA World Cup 
1978,1978-06-16,Group Stage,Spain,Japan,1,2,Japan,87,FIFA World Cup 
1978,1978-06-16,Group Stage,Sweden,Spain,1,1,Draw,88,FIFA World Cup 
1978,1978-06-16,Group Stage,England,Costa Rica,2,0,England,89,FIFA World Cup 
1978,1978-06-17,Round of 16,Belgium,Poland,1,1,Draw,90,FIFA World Cup 
1978,1978-06-17,Group Stage,Senegal,England,2,2,Draw,91,FIFA World Cup 
1978,1978-06-17,Group Stage,Cameroon,South Korea,0,1,South Korea,92,FIFA World Cup 
1978,1978-06-20,Group Stage,Algeria,Cameroon,0,1,Cameroon,93,FIFA World Cup 
1978,1978-06-20,Round of 16,Tunisia,Nigeria,1,1,Draw,94,FIFA World Cup 
1978,1978-06-20,Quarter-finals,Italy,Japan,0,1,Japan,95,FIFA World Cup 
1978,1978-06-20,Group Stage,Croatia,Saudi Arabia,1,2,Saudi Arabia,96,FIFA World Cup 
1978,1978-06-20,Group Stage,Egypt,Argentina,2,0,Egypt,97,FIFA World Cup 
1978,1978-06-21,Group Stage,Switzerland,Cameroon,3,1,Switzerland,98,FIFA World Cup 
1978,1978-06-21,Group Stage,Costa Rica,Sweden,0,1,Sweden,99,FIFA World Cup 
1978,1978-06-21,Group Stage,Cameroon,Denmark,1,0,Cameroon,100,FIFA World Cup 
1978,1978-06-22,Group Stage,Saudi Arabia,Spain,2,1,Saudi Arabia,101,FIFA World Cup 
1978,1978-06-22,Group Stage,Croatia,Belgium,1,2,Belgium,102,FIFA World Cup 
1978,1978-06-22,Third Place,Switzerland,Tunisia,1,1,Draw,103,FIFA World Cup 
1978,1978-06-22,Group Stage,Morocco,Egypt,0,0,Draw,104,FIFA World Cup 
1978,1978-06-23,Quarter-finals,Iran,Switzerland,1,1,Draw,105,FIFA World Cup 
1978,1978-06-23,Group Stage,Germany,Iran,1,2,Iran,106,FIFA World Cup 
1978,1978-06-23,Group Stage,Poland,Mexico,1,1,Draw,107,FIFA World Cup 
1978,1978-06-23,Group Stage,Iran,Italy,1,1,Draw,108,FIFA World Cup 
1978,1978-06-23,Group Stage,Spain,Australia,0,0,Draw,109,FIFA World Cup 
1978,1978-06-23,Group Stage,Egypt,Mexico,0,1,Mexico,110,FIFA World Cup 
1978,1978-06-23,Group Stage,Denmark,Italy,1,2,Italy,111,FIFA World Cup 
1978,1978-06-23,Group Stage,Morocco,Germany,2,1,Morocco,112,FIFA World Cup 
1978,1978-06-24,Semi-finals,Saudi Arabia,Switzerland,0,1,Switzerland,113,FIFA World Cup 
1978,1978-06-24,Group Stage,Uruguay,Algeria,0,3,Algeria,114,FIFA World Cup 
1978,1978-06-24,Group Stage,Ghana,Senegal,1,1,Draw,115,FIFA World Cup 
1978,1978-06-24,Group Stage,Iran,Algeria,3,1,Iran,116,FIFA World Cup 
1978,1978-06-24,Round of 16,Brazil,Sweden,1,1,Draw,117,FIFA World Cup 
1978,1978-06-25,Quarter-finals,Poland,Uruguay,1,1,Draw,118,FIFA World Cup 
1978,1978-06-25,Group Stage,Senegal,Egypt,1,1,Draw,119,FIFA World Cup 
1978,1978-06-25,Round of 16,France,Morocco,0,1,Morocco,120,FIFA World Cup 
1978,1978-06-25,Group Stage,Ghana,France,1,3,France,121,FIFA World Cup 
1978,1978-06-25,Round of 16,Croatia,Netherlands,2,2,Draw,122,FIFA World Cup 
1978,1978-06-26,Group Stage,Netherlands,Nigeria,2,2,Draw,123,FIFA World Cup 
1978,1978-06-26,Group Stage,Denmark,Egypt,1,0,Denmark,124,FIFA World Cup 
1978,1978-06-26,Semi-finals,Spain,USA,1,1,Draw,125,FIFA World Cup 
1978,1978-06-27,Group Stage,Tunisia,Australia,1,2,Australia,126,FIFA World Cup 
1978,1978-06-27,Group Stage,Japan,Ghana,1,3,Ghana,127,FIFA World Cup 
1978,1978-06-27,Group Stage,Iran,Senegal,0,2,Senegal,128,FIFA World Cup 
1982,1982-06-10,Round of 16,Sweden,Nigeria,0,1,Nigeria,129,FIFA World Cup 
1982,1982-06-10,Group Stage,France,Ghana,1,0,France,130,FIFA World Cup 
1982,1982-06-11,Group Stage,Mexico,Belgium,2,1,Mexico,131,FIFA World Cup 
1982,1982-06-11,Semi-finals,Saudi Arabia,Ghana,1,1,Draw,132,FIFA World Cup 
1982,1982-06-11,Group Stage,Australia,England,0,3,England,133,FIFA World Cup 
1982,1982-06-11,Group Stage,Portugal,Mexico,0,1,Mexico,134,FIFA World Cup 
1982,1982-06-12,Group Stage,Spain,Sweden,2,2,Draw,135,FIFA World Cup 
1982,1982-06-12,Group Stage,Algeria,Japan,0,2,Japan,136,FIFA World Cup 
1982,1982-06-12,Quarter-finals,Iran,Tunisia,0,0,Draw,137,FIFA World Cup 
1982,1982-06-12,Group Stage,Iran,Senegal,2,1,Iran,138,FIFA World Cup 
1982,1982-06-12,Group Stage,Italy,Iran,1,1,Draw,139,FIFA World Cup 
1982,1982-06-12,Group Stage,Algeria,Portugal,1,2,Portugal,140,FIFA World Cup 
1982,1982-06-12,Group Stage,Italy,Denmark,0,0,Draw,141,FIFA World Cup 
1982,1982-06-13,Group Stage,Costa Rica,Belgium,1,0,Costa Rica,142,FIFA World Cup 
1982,1982-06-13,Group Stage,Uruguay,Costa Rica,1,0,Uruguay,143,FIFA World Cup 
1982,1982-06-13,Group Stage,Denmark,Japan,3,1,Denmark,144,FIFA World Cup 
1982,1982-06-13,Group Stage,Brazil,Morocco,3,3,Draw,145,FIFA World Cup 
1982,1982-06-14,Group Stage,Uruguay,Algeria,3,0,Uruguay,146,FIFA World Cup 
1982,1982-06-14,Group Stage,Morocco,Senegal,2,1,Morocco,147,FIFA World Cup 
1982,1982-06-14,Group Stage,Saudi Arabia,Switzerland,3,1,Saudi Arabia,148,FIFA World Cup 
1982,1982-06-14,Third Place,Croatia,Iran,1,0,Croatia,149,FIFA World Cup 
1982,1982-06-15,Group Stage,Belgium,Italy,2,2,Draw,150,FIFA World Cup 
1982,1982-06-15,Group Stage,Argentina,Spain,1,0,Argentina,151,FIFA World Cup 
1982,1982-06-15,Group Stage,Belgium,Egypt,1,2,Egypt,152,FIFA World Cup 
1982,1982-06-15,Group Stage,Spain,Saudi Arabia,3,1,Spain,153,FIFA World Cup 
1982,1982-06-15,Semi-finals,Morocco,Nigeria,2,0,Morocco,154,FIFA World Cup 
1982,1982-06-15,Group Stage,Croatia,Poland,1,3,Poland,155,FIFA World Cup 
1982,1982-06-17,Round of 16,Netherlands,Uruguay,0,0,Draw,156,FIFA World Cup 
1982,1982-06-17,Group Stage,Algeria,Costa Rica,1,1,Draw,157,FIFA World Cup 
1982,1982-06-17,Group Stage,Australia,Netherlands,0,2,Netherlands,158,FIFA World Cup 
1982,1982-06-17,Group Stage,England,Argentina,1,3,Argentina,159,FIFA World Cup 
1982,1982-06-18,Group Stage,Morocco,Germany,0,0,Draw,160,FIFA World Cup 
1982,1982-06-18,Group Stage,Uruguay,Netherlands,0,1,Netherlands,161,FIFA World Cup 
1982,1982-06-18,Group Stage,Costa Rica,USA,0,0,Draw,162,FIFA World Cup 
1982,1982-06-18,Group Stage,Iran,Uruguay,3,1,Iran,163,FIFA World Cup 
1982,1982-06-18,Quarter-finals,Argentina,Algeria,1,1,Draw,164,FIFA World Cup 
1982,1982-06-19,Group Stage,Iran,Denmark,2,1,Iran,165,FIFA World Cup 
1982,1982-06-20,Group Stage,Sweden,Egypt,0,0,Draw,166,FIFA World Cup 
1982,1982-06-20,Group Stage,Belgium,Iran,2,1,Belgium,167,FIFA World Cup 
1982,1982-06-20,Group Stage,Australia,Portugal,2,0,Australia,168,FIFA World Cup 
1982,1982-06-21,Round of 16,Switzerland,Belgium,0,0,Draw,169,FIFA World Cup 
1982,1982-06-21,Round of 16,Netherlands,Iran,1,1,Draw,170,FIFA World Cup 
1982,1982-06-21,Round of 16,Ghana,Tunisia,1,1,Draw,171,FIFA World Cup 
1982,1982-06-22,Group Stage,Belgium,Nigeria,1,1,Draw,172,FIFA World Cup 
1982,1982-06-22,Quarter-finals,Ghana,Egypt,0,0,Draw,173,FIFA World Cup 
1982,1982-06-22,Round of 16,Egypt,Mexico,1,1,Draw,174,FIFA World Cup 
1982,1982-06-22,Group Stage,Belgium,Egypt,0,1,Egypt,175,FIFA World Cup 
1982,1982-06-22,Group Stage,South Korea,Portugal,3,1,South Korea,176,FIFA World Cup 
1982,1982-06-23,Group Stage,Germany,Uruguay,1,1,Draw,177,FIFA World Cup 
1982,1982-06-23,Group Stage,Denmark,Algeria,3,1,Denmark,178,FIFA World Cup 
1982,1982-06-23,Group Stage,Argentina,Costa Rica,1,1,Draw,179,FIFA World Cup 
1982,1982-06-23,Group Stage,Denmark,Germany,0,1,Germany,180,FIFA World Cup 
1982,1982-06-23,Quarter-finals,Netherlands,Denmark,2,1,Netherlands,181,FIFA World Cup 
1982,1982-06-24,Round of 16,Portugal,France,1,2,France,182,FIFA World Cup 
1982,1982-06-24,Round of 16,Morocco,Poland,1,1,Draw,183,FIFA World Cup 
1982,1982-06-25,Group Stage,Belgium,Germany,2,0,Belgium,184,FIFA World Cup 
1982,1982-06-25,Group Stage,Tunisia,Netherlands,1,1,Draw,185,FIFA World Cup 
1982,1982-06-26,Group Stage,France,Japan,2,1,France,186,FIFA World Cup 
1982,1982-06-26,Final,Egypt,USA,1,1,Draw,187,FIFA World Cup 
1982,1982-06-27,Group Stage,Portugal,Tunisia,0,2,Tunisia,188,FIFA World Cup 
1982,1982-06-27,Group Stage,Morocco,Argentina,0,2,Argentina,189,FIFA World Cup 
1982,1982-06-27,Group Stage,Australia,France,1,1,Draw,190,FIFA World Cup 
1982,1982-06-27,Group Stage,Spain,Tunisia,1,1,Draw,191,FIFA World Cup 
1982,1982-06-27,Group Stage,Netherlands,Croatia,2,1,Netherlands,192,FIFA World Cup 
1986,1986-06-10,Group Stage,Italy,Costa Rica,1,0,Italy,193,FIFA World Cup 
1986,1986-06-10,Group Stage,South Korea,USA,1,2,USA,194,FIFA World Cup 
1986,1986-06-10,Group Stage,Spain,England,1,1,Draw,195,FIFA World Cup 
1986,1986-06-10,Group Stage,Netherlands,Cameroon,2,1,Netherlands,196,FIFA World Cup 
1986,1986-06-10,Group Stage,Germany,Iran,0,1,Iran,197,FIFA World Cup 
1986,1986-06-11,Quarter-finals,Senegal,Ghana,0,1,Ghana,198,FIFA World Cup 
1986,1986-06-11,Group Stage,Saudi Arabia,Nigeria,1,1,Draw,199,FIFA World Cup 
1986,1986-06-11,Quarter-finals,France,Australia,0,1,Australia,200,FIFA World Cup 
1986,1986-06-11,Group Stage,Algeria,Denmark,1,1,Draw,201,FIFA World Cup 
1986,1986-06-11,Round of 16,Sweden,Netherlands,1,1,Draw,202,FIFA World Cup 
1986,1986-06-11,Group Stage,USA,Saudi Arabia,2,0,USA,203,FIFA World Cup 
1986,1986-06-11,Round of 16,Japan,Costa Rica,1,1,Draw,204,FIFA World Cup 
1986,1986-06-11,Round of 16,Tunisia,Poland,1,0,Tunisia,205,FIFA World Cup 
1986,1986-06-12,Group Stage,Iran,Costa Rica,2,1,Iran,206,FIFA World Cup 
1986,1986-06-12,Round of 16,Netherlands,Denmark,1,1,Draw,207,FIFA World Cup 
1986,1986-06-13,Group Stage,France,Croatia,2,1,France,208,FIFA World Cup 
1986,1986-06-13,Semi-finals,USA,Argentina,1,2,Argentina,209,FIFA World Cup 
1986,1986-06-13,Group Stage,Spain,Belgium,0,1,Belgium,210,FIFA World Cup 
1986,1986-06-14,Group Stage,Spain,Saudi Arabia,3,0,Spain,211,FIFA World Cup 
1986,1986-06-14,Group Stage,Brazil,Croatia,2,1,Brazil,212,FIFA World Cup 
1986,1986-06-14,Group Stage,Nigeria,Spain,0,1,Spain,213,FIFA World Cup 
1986,1986-06-15,Group Stage,Algeria,Sweden,0,1,Sweden,214,FIFA World Cup 
1986,1986-06-15,Group Stage,Poland,Egypt,1,1,Draw,215,FIFA World Cup 
1986,1986-06-16,Group Stage,Japan,Senegal,2,1,Japan,216,FIFA World Cup 
1986,1986-06-16,Quarter-finals,South Korea,Brazil,1,1,Draw,217,FIFA World Cup 
1986,1986-06-16,Group Stage,USA,Egypt,2,0,USA,218,FIFA World Cup 
1986,1986-06-16,Round of 16,Netherlands,Japan,1,0,Netherlands,219,FIFA World Cup 
1986,1986-06-16,Group Stage,Morocco,South Korea,1,2,South Korea,220,FIFA World Cup 
1986,1986-06-16,Group Stage,Croatia,Egypt,1,0,Croatia,221,FIFA World Cup 
1986,1986-06-16,Group Stage,Algeria,Brazil,0,3,Brazil,222,FIFA World Cup 
1986,1986-06-17,Group Stage,Argentina,Senegal,2,2,Draw,223,FIFA World Cup 
1986,1986-06-17,Group Stage,Nigeria,Senegal,1,2,Senegal,224,FIFA World Cup 
1986,1986-06-17,Group Stage,Netherlands,Italy,2,3,Italy,225,FIFA World Cup 
1986,1986-06-17,Group Stage,Switzerland,Uruguay,1,0,Switzerland,226,FIFA World Cup 
1986,1986-06-17,Group Stage,Tunisia,Mexico,2,0,Tunisia,227,FIFA World Cup 
1986,1986-06-17,Group Stage,Iran,USA,1,3,USA,228,FIFA World Cup 
1986,1986-06-18,Group Stage,Portugal,Senegal,1,3,Senegal,229,FIFA World Cup 
1986,1986-06-18,Group Stage,Ghana,Argentina,0,2,Argentina,230,FIFA World Cup 
1986,1986-06-18,Group Stage,South Korea,Mexico,0,2,Mexico,231,FIFA World Cup 
1986,1986-06-18,Group Stage,Poland,Saudi Arabia,0,2,Saudi Arabia,232,FIFA World Cup 
1986,1986-06-18,Final,Egypt,Uruguay,0,0,Draw,233,FIFA World Cup 
1986,1986-06-18,Group Stage,South Korea,Egypt,2,0,South Korea,234,FIFA World Cup 
1986,1986-06-19,Group Stage,England,Sweden,1,2,Sweden,235,FIFA World Cup 
1986,1986-06-20,Semi-finals,Croatia,Morocco,1,1,Draw,236,FIFA World Cup 
1986,1986-06-20,Group Stage,Sweden,Japan,1,1,Draw,237,FIFA World Cup 
1986,1986-06-21,Group Stage,Egypt,Poland,0,0,Draw,238,FIFA World Cup 
1986,1986-06-22,Group Stage,Sweden,Morocco,1,2,Morocco,239,FIFA World Cup 
1986,1986-06-22,Group Stage,USA,Australia,0,0,Draw,240,FIFA World Cup 
1986,1986-06-23,Group Stage,France,Portugal,0,1,Portugal,241,FIFA World Cup 
1986,1986-06-23,Third Place,Argentina,Germany,0,1,Germany,242,FIFA World Cup 
1986,1986-06-23,Group Stage,Croatia,Poland,3,1,Croatia,243,FIFA World Cup 
1986,1986-06-23,Group Stage,Algeria,Sweden,2,1,Algeria,244,FIFA World Cup 
1986,1986-06-24,Group Stage,Denmark,Netherlands,0,0,Draw,245,FIFA World Cup 
1986,1986-06-24,Round of 16,Brazil,Croatia,2,1,Brazil,246,FIFA World Cup 
1986,1986-06-24,Group Stage,Germany,Cameroon,1,0,Germany,247,FIFA World Cup 
1986,1986-06-24,Round of 16,Spain,Cameroon,2,2,Draw,248,FIFA World Cup 
1986,1986-06-25,Group Stage,Egypt,Netherlands,1,2,Netherlands,249,FIFA World Cup 
1986,1986-06-25,Group Stage,South Korea,USA,2,0,South Korea,250,FIFA World Cup 
1986,1986-06-25,Group Stage,Belgium,Mexico,0,2,Mexico,251,FIFA World Cup 
1986,1986-06-25,Round of 16,Nigeria,Brazil,1,1,Draw,252,FIFA World Cup 
1986,1986-06-26,Group Stage,Netherlands,Sweden,0,0,Draw,253,FIFA World Cup 
1986,1986-06-26,Group Stage,Netherlands,Sweden,0,1,Sweden,254,FIFA World Cup 
1986,1986-06-26,Group Stage,Cameroon,USA,2,2,Draw,255,FIFA World Cup 
1986,1986-06-27,Quarter-finals,Morocco,France,2,1,Morocco,256,FIFA World Cup 
1990,1990-06-10,Group Stage,Spain,Ghana,1,2,Ghana,257,FIFA World Cup 
1990,1990-06-11,Group Stage,Nigeria,USA,1,3,USA,258,FIFA World Cup 
1990,1990-06-11,Group Stage,Netherlands,Nigeria,1,0,Netherlands,259,FIFA World Cup 
1990,1990-06-11,Group Stage,Switzerland,South Korea,2,2,Draw,260,FIFA World Cup 
1990,1990-06-11,Group Stage,Denmark,Poland,1,0,Denmark,261,FIFA World Cup 
1990,1990-06-11,Group Stage,France,Switzerland,1,3,Switzerland,262,FIFA World Cup 
1990,1990-06-12,Round of 16,South Korea,Uruguay,1,1,Draw,263,FIFA World Cup 
1990,1990-06-13,Group Stage,Italy,Switzerland,2,2,Draw,264,FIFA World Cup 
1990,1990-06-13,Group Stage,Spain,Cameroon,3,0,Spain,265,FIFA World Cup 
1990,1990-06-13,Group Stage,Ghana,Saudi Arabia,1,0,Ghana,266,FIFA World Cup 
1990,1990-06-13,Group Stage,Costa Rica,Egypt,3,1,Costa Rica,267,FIFA World Cup 
1990,1990-06-13,Group Stage,Italy,Belgium,1,0,Italy,268,FIFA World Cup 
1990,1990-06-14,Group Stage,Senegal,Costa Rica,0,3,Costa Rica,269,FIFA World Cup 
1990,1990-06-14,Group Stage,Tunisia,France,1,1,Draw,270,FIFA World Cup 
1990,1990-06-14,Group Stage,Australia,Nigeria,1,0,Australia,271,FIFA World Cup 
1990,1990-06-14,Group Stage,England,Belgium,1,1,Draw,272,FIFA World Cup 
1990,1990-06-14,Group Stage,Brazil,Argentina,0,1,Argentina,273,FIFA World Cup 
1990,1990-06-15,Round of 16,Ghana,England,2,2,Draw,274,FIFA World Cup 
1990,1990-06-16,Group Stage,Italy,Sweden,1,0,Italy,275,FIFA World Cup 
1990,1990-06-16,Group Stage,Belgium,Iran,2,1,Belgium,276,FIFA World Cup 
1990,1990-06-16,Group Stage,Algeria,France,3,2,Algeria,277,FIFA World Cup 
1990,1990-06-16,Group Stage,Belgium,Germany,1,0,Belgium,278,FIFA World Cup 
